City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
298,Odweyne,SO,2021-07-28 03:59:12,9.4092,45.064,68.76,71,100,22.15
299,Osorno,CL,2021-07-28 03:59:17,-40.5667,-73.15,39.51,87,0,0.0
300,Cabo San Lucas,MX,2021-07-28 03:57:15,22.8909,-109.9124,85.6,73,6,4.0
301,Itatiba,BR,2021-07-28 03:57:52,-23.0058,-46.8389,65.37,87,73,3.78
302,Komsomolskiy,UZ,2021-07-28 03:58:30,40.4272,71.7189,86.72,28,3,2.3
303,Stevenage,GB,2021-07-28 04:00:54,51.9022,-0.2026,62.2,92,90,1.01
304,Great Yarmouth,GB,2021-07-28 04:00:54,52.6083,1.7305,60.03,96,73,9.6
305,Nieuw Amsterdam,SR,2021-07-28 04:00:54,5.8833,-55.0833,78.03,91,30,8.66
306,Saint Anthony,US,2021-07-28 04:00:55,45.0205,-93.218,83.89,77,40,1.01
307,Terra Santa,BR,2021-07-28 04:00:55,-2.1042,-56.4869,75.09,61,3,3.36
308,Hohhot,CN,2021-07-28 04:00:56,40.8106,111.6522,79.21,44,100,5.17
309,Chanthaburi,TH,2021-07-28 04:00:56,12.8333,102.1667,78.6,85,100,6.15
310,Maniitsoq,GL,2021-07-28 04:00:57,65.4167,-52.9,48.85,77,34,14.0
311,Namatanai,PG,2021-07-28 04:00:57,-3.6667,152.4333,84.76,67,38,5.39
312,Kirksville,US,2021-07-28 03:57:57,40.1948,-92.5833,76.05,94,1,0.0
313,Muravlenko,RU,2021-07-28 04:00:58,63.7898,74.523,51.58,83,88,11.99
314,Buritis,BR,2021-07-28 04:00:58,-15.6178,-46.4233,65.89,41,5,1.14
315,Ritchie,ZA,2021-07-28 04:00:59,-29.038,24.6028,41.79,49,7,9.78
316,Sitka,US,2021-07-28 04:00:59,57.0531,-135.33,57.74,83,66,2.24
317,Akdepe,TM,2021-07-28 04:00:59,42.0551,59.3788,80.6,20,0,11.32
318,San Patricio,US,2021-07-28 04:01:00,28.017,-97.5169,84.83,70,15,7.36
319,Geraldton,AU,2021-07-28 03:58:02,-28.7667,114.6,67.12,68,40,5.75
320,Lubango,AO,2021-07-28 04:01:00,-14.9172,13.4925,51.44,43,6,3.38
321,Muros,ES,2021-07-28 04:01:01,42.7762,-9.0603,63.99,86,22,8.48
322,Gigmoto,PH,2021-07-28 04:01:02,13.7796,124.39,87.55,70,99,17.09
323,Cidreira,BR,2021-07-28 04:01:02,-30.1811,-50.2056,45.81,61,4,17.56
324,Beringovskiy,RU,2021-07-28 04:01:03,63.05,179.3167,47.79,88,100,23.47
325,Daru,PG,2021-07-28 04:01:03,-9.0763,143.2092,77.02,92,99,12.68
326,Nizhniy Odes,RU,2021-07-28 04:01:04,63.6445,54.856,47.16,67,91,12.62
327,Parfenyevo,RU,2021-07-28 04:01:04,58.484,43.4088,60.42,55,7,0.83
328,Zhanakorgan,KZ,2021-07-28 04:01:05,43.9098,67.2495,86.43,16,0,18.57
329,Savona,IT,2021-07-28 04:01:05,44.3,8.2667,71.62,85,94,1.68
330,Lola,GN,2021-07-28 04:01:06,7.8,-8.5333,68.32,99,100,4.12
331,Saeby,DK,2021-07-28 04:01:06,57.3319,10.5225,60.73,95,99,8.95
332,Ugoofaaru,MV,2021-07-28 04:01:07,5.6667,73.0,82.8,75,71,13.94
333,Teya,RU,2021-07-28 03:58:06,60.3778,92.6267,62.2,60,100,7.16
334,Tooele,US,2021-07-28 04:01:07,40.5308,-112.2983,81.52,39,1,9.22
335,Athabasca,CA,2021-07-28 03:58:47,54.7169,-113.2854,71.29,48,0,6.87
336,Lufilufi,WS,2021-07-28 04:01:08,-13.8745,-171.5986,85.78,74,33,12.08
337,Norsup,VU,2021-07-28 04:01:08,-16.0667,167.3833,78.49,76,51,17.36
338,Nortelandia,BR,2021-07-28 04:01:09,-14.4547,-56.8028,69.6,63,8,8.05
339,Den Helder,NL,2021-07-28 04:01:09,52.9599,4.7593,62.58,94,75,9.22
340,Meulaboh,ID,2021-07-28 04:01:10,4.1363,96.1285,84.49,68,48,2.37
341,Markdorf,DE,2021-07-28 04:01:10,47.7167,9.4,65.34,94,90,2.3
342,Togur,RU,2021-07-28 04:01:10,58.3631,82.8265,64.74,56,91,7.56
343,Lajas,PR,2021-07-28 04:01:11,18.05,-67.0593,80.22,80,48,1.01
344,Serebryansk,KZ,2021-07-28 04:01:11,49.6925,83.2892,65.75,56,1,8.93
345,Bulgan,MN,2021-07-28 04:01:12,48.8125,103.5347,64.87,77,91,4.23
346,Rawson,AR,2021-07-28 04:01:12,-43.3002,-65.1023,40.62,69,20,10.13
347,San Quintin,MX,2021-07-28 04:01:12,30.4833,-115.95,69.46,85,1,10.04
348,Damghan,IR,2021-07-28 04:01:13,36.1683,54.348,82.83,39,0,5.79
349,Maningrida,AU,2021-07-28 04:01:13,-12.0667,134.2667,86.07,48,55,11.63
350,Forssa,FI,2021-07-28 03:56:54,60.8146,23.6215,68.27,70,100,5.82
351,Skotterud,NO,2021-07-28 04:01:14,59.9828,12.1283,64.09,99,100,6.8
352,Bilma,NE,2021-07-28 04:01:14,18.6853,12.9164,86.07,48,91,7.67
353,North Bend,US,2021-07-28 03:59:21,43.4065,-124.2243,58.87,77,97,5.44
354,Pedernales,DO,2021-07-28 04:01:14,18.0384,-71.744,80.91,77,81,1.9
355,Bluefields,NI,2021-07-28 04:01:15,12.0137,-83.7635,76.33,93,100,4.38
356,Alexandria,EG,2021-07-28 04:01:15,31.2156,29.9553,79.25,76,0,7.72
357,Circleville,US,2021-07-28 04:01:16,39.6006,-82.946,72.66,80,5,3.83
358,Mongo,TD,2021-07-28 04:01:16,12.1844,18.693,72.41,96,100,2.71
359,Garowe,SO,2021-07-28 04:01:16,8.4054,48.4845,73.63,67,100,26.62
360,Ruteng,ID,2021-07-28 04:01:17,-8.6136,120.4721,76.57,47,44,1.19
361,Broken Hill,AU,2021-07-28 03:58:00,-31.95,141.4333,64.11,34,0,24.16
362,Padang,ID,2021-07-28 04:01:17,-0.9492,100.3543,83.8,74,73,4.63
363,Haines Junction,CA,2021-07-28 04:01:18,60.7522,-137.5108,56.5,65,42,6.53
364,Jinchang,CN,2021-07-28 04:01:18,38.4953,102.1739,86.5,15,2,9.44
365,Islamkot,PK,2021-07-28 03:59:39,24.6997,70.177,82.81,79,100,22.21
366,Intipuca,SV,2021-07-28 04:01:19,13.1969,-88.0544,73.58,98,100,4.5
367,Banepa,NP,2021-07-28 04:01:19,27.6298,85.5214,79.12,74,75,2.3
368,Sao Jose Da Laje,BR,2021-07-28 04:01:19,-9.0097,-36.0583,67.96,97,9,1.28
369,Bengkulu,ID,2021-07-28 04:01:20,-3.8004,102.2655,84.42,61,58,5.95
370,South River,US,2021-07-28 04:01:20,40.4465,-74.386,78.21,70,23,4.94
371,Gejiu,CN,2021-07-28 04:01:21,23.306,103.1635,70.12,70,49,0.96
372,Storsteinnes,NO,2021-07-28 04:01:21,69.2408,19.2344,52.45,77,4,2.26
373,Phuket,TH,2021-07-28 04:01:21,8.0,98.25,88.09,74,75,16.11
374,Mana,GF,2021-07-28 04:01:22,5.6592,-53.7767,76.86,89,13,8.46
375,Matagami,CA,2021-07-28 04:01:22,49.7502,-77.6328,54.0,71,100,0.76
376,Emmett,US,2021-07-28 04:01:22,43.8735,-116.4993,88.43,31,47,1.01
377,Miri,MY,2021-07-28 04:01:23,4.4148,114.0089,88.23,63,90,7.83
378,Morada Nova,BR,2021-07-28 04:01:23,-5.1067,-38.3725,71.83,94,4,3.2
379,Bagotville,AU,2021-07-28 04:01:24,-28.9833,153.4167,73.63,48,22,7.11
380,Atar,MR,2021-07-28 04:01:24,20.5169,-13.0499,84.24,36,19,4.65
381,Acapulco,MX,2021-07-28 04:01:25,16.8634,-99.8901,80.28,81,67,2.3
382,Porto Novo,BJ,2021-07-28 04:01:25,6.4965,2.6036,75.02,83,100,7.54
383,Axim,GH,2021-07-28 04:01:25,4.8699,-2.2405,75.96,79,100,9.17
384,Iqaluit,CA,2021-07-28 04:00:15,63.7506,-68.5145,43.7,75,100,8.01
385,Berlevag,NO,2021-07-28 04:01:26,70.8578,29.0864,47.19,85,96,6.58
386,Kermanshah,IR,2021-07-28 04:01:26,34.3142,47.065,77.9,14,40,0.0
387,Richards Bay,ZA,2021-07-28 04:01:26,-28.783,32.0377,57.24,71,0,11.01
388,Srednekolymsk,RU,2021-07-28 04:01:27,67.45,153.6833,38.26,97,100,8.59
389,Ayagoz,KZ,2021-07-28 04:01:27,47.9714,80.4392,68.77,32,0,13.42
390,Airai,TL,2021-07-28 04:01:28,-8.9266,125.4092,76.75,36,74,5.35
391,San Andres,CO,2021-07-28 04:01:28,12.5847,-81.7006,82.36,78,100,11.9
392,The Valley,AI,2021-07-28 04:01:29,18.217,-63.0578,81.82,76,1,20.09
393,Kargasok,RU,2021-07-28 04:01:29,59.0556,80.8572,68.59,51,81,8.79
394,Krasnovishersk,RU,2021-07-28 04:01:29,60.4078,57.082,45.01,94,85,6.69
395,Bay City,US,2021-07-28 03:57:04,43.5945,-83.8889,71.6,87,40,0.0
396,Dhidhdhoo,MV,2021-07-28 04:01:30,6.8833,73.1,82.2,77,56,14.52
397,Morondava,MG,2021-07-28 03:58:46,-20.2833,44.2833,64.0,60,0,11.05
398,Xinqing,CN,2021-07-28 04:01:30,48.2333,129.5,88.27,47,64,8.46
399,Vemalwada,IN,2021-07-28 04:01:31,18.4667,78.8833,80.78,69,100,16.96
400,Macae,BR,2021-07-28 04:01:31,-22.3708,-41.7869,67.28,68,0,9.75
401,Phangnga,TH,2021-07-28 04:01:32,8.4509,98.5298,87.91,73,89,10.51
402,Izumo,JP,2021-07-28 04:01:32,35.3667,132.7667,85.32,58,16,7.81
403,Puerto Del Rosario,ES,2021-07-28 04:01:32,28.5004,-13.8627,71.35,78,86,16.11
404,Khalilabad,IN,2021-07-28 04:01:33,26.775,83.0736,83.5,83,99,5.73
405,Olinda,BR,2021-07-28 04:01:33,-8.0089,-34.8553,74.93,83,75,5.75
406,Litovko,RU,2021-07-28 04:01:33,49.2361,135.1742,97.81,34,13,8.99
407,Sherwood,US,2021-07-28 04:01:34,34.8151,-92.2243,83.75,84,37,3.11
408,Srikakulam,IN,2021-07-28 04:01:34,18.3,83.9,88.05,61,100,11.61
409,Cockburn Town,TC,2021-07-28 04:01:35,21.4612,-71.1419,81.66,76,29,17.76
410,Watsa,CD,2021-07-28 04:01:35,3.0372,29.5355,64.09,99,97,0.43
411,Thinadhoo,MV,2021-07-28 03:59:09,0.5333,72.9333,81.5,74,100,8.88
412,Mount Gambier,AU,2021-07-28 04:01:36,-37.8333,140.7667,49.91,81,75,17.27
413,Rocha,UY,2021-07-28 03:59:27,-34.4833,-54.3333,45.43,71,99,15.9
414,Praia Da Vitoria,PT,2021-07-28 04:01:37,38.7333,-27.0667,71.76,87,7,7.14
415,Matamoros,MX,2021-07-28 04:01:30,25.5333,-103.25,84.11,33,27,19.51
416,Iquitos,PE,2021-07-28 04:01:37,-3.7481,-73.2472,72.09,96,62,0.34
417,Ampanihy,MG,2021-07-28 04:01:38,-24.7,44.75,60.44,81,0,11.34
418,Nanortalik,GL,2021-07-28 04:01:38,60.1432,-45.2371,43.63,85,100,3.53
419,Sao Gabriel Da Cachoeira,BR,2021-07-28 04:01:38,-0.1303,-67.0892,71.92,97,98,1.12
420,Port Hedland,AU,2021-07-28 04:01:39,-20.3167,118.5667,84.25,42,31,6.91
421,Vrede,ZA,2021-07-28 04:01:39,-27.4257,29.1659,33.51,52,0,3.24
422,Lamar,US,2021-07-28 03:56:53,33.6668,-95.5836,80.53,93,29,6.29
423,Batagay-Alyta,RU,2021-07-28 04:01:41,67.8006,130.4114,55.51,44,24,14.43
424,Krasnyy Kut,RU,2021-07-28 04:01:41,50.95,46.9667,73.06,48,1,9.08
425,Yamada,JP,2021-07-28 04:01:41,39.4667,141.95,73.89,90,100,14.47
426,Kirkland Lake,CA,2021-07-28 04:01:42,48.1446,-80.0377,50.72,80,7,3.62
427,Terrace Bay,CA,2021-07-28 04:00:38,48.7834,-87.1,58.42,77,13,2.51
428,San Cristobal,VE,2021-07-28 04:01:42,7.7669,-72.225,65.19,95,68,1.45
429,Saint-Georges,GD,2021-07-28 04:01:43,12.0564,-61.7485,79.45,77,11,13.13
430,Faya,SA,2021-07-28 04:01:43,18.3851,42.4509,63.25,83,72,5.32
431,Sennoy,RU,2021-07-28 04:01:44,52.1509,46.9631,69.91,58,3,5.44
432,Fountain Hills,US,2021-07-28 04:01:44,33.6117,-111.7174,94.78,45,1,7.0
433,Shadegan,IR,2021-07-28 04:01:45,30.6497,48.6647,106.11,13,0,8.61
434,Port Hardy,CA,2021-07-28 04:01:45,50.6996,-127.4199,60.98,72,40,5.75
435,Dingle,PH,2021-07-28 04:01:45,10.9995,122.6711,87.75,65,82,17.05
436,Itoigawa,JP,2021-07-28 04:01:46,37.0333,137.85,80.76,85,54,7.4
437,Perth,AU,2021-07-28 03:57:35,-31.9333,115.8333,63.03,83,75,8.05
438,Kaitangata,NZ,2021-07-28 04:01:46,-46.2817,169.8464,52.93,60,62,1.07
439,Quatre Cocos,MU,2021-07-28 04:01:47,-20.2078,57.7625,68.09,89,98,20.15
440,Suntar,RU,2021-07-28 04:01:47,62.1444,117.6319,84.87,39,6,5.64
441,Mamallapuram,IN,2021-07-28 04:01:47,12.6264,80.1722,89.65,52,100,15.5
442,Kiama,AU,2021-07-28 04:01:49,-34.6833,150.8667,73.38,40,72,15.99
443,Namibe,AO,2021-07-28 03:58:09,-15.1961,12.1522,64.11,82,0,5.77
444,Klaksvik,FO,2021-07-28 04:01:49,62.2266,-6.589,50.92,95,100,4.81
445,Catia La Mar,VE,2021-07-28 04:00:34,10.6038,-67.0303,79.0,100,13,8.05
446,Iwanai,JP,2021-07-28 04:01:50,42.9744,140.5089,87.76,54,31,3.06
447,Yaan,NG,2021-07-28 04:01:50,7.3833,8.5667,69.06,90,98,4.47
448,Poum,NC,2021-07-28 03:58:58,-20.2333,164.0167,72.63,61,4,14.76
449,Jatai,BR,2021-07-28 04:01:51,-17.8814,-51.7144,63.5,84,63,7.72
450,Berea,US,2021-07-28 04:00:34,41.3662,-81.8543,74.23,87,0,2.77
451,Cap Malheureux,MU,2021-07-28 04:01:51,-19.9842,57.6142,68.47,91,94,7.0
452,Pouebo,NC,2021-07-28 04:01:52,-20.4,164.5667,73.92,54,1,12.28
453,Necochea,AR,2021-07-28 04:01:52,-38.5473,-58.7368,43.03,68,100,22.95
454,Egvekinot,RU,2021-07-28 04:01:53,66.3167,-179.1667,39.51,90,100,11.39
455,Rokupr,SL,2021-07-28 04:01:53,8.6717,-12.395,73.09,98,100,3.2
456,Solana Beach,US,2021-07-28 04:01:53,32.9912,-117.2711,80.98,86,34,1.01
457,Elat,IL,2021-07-28 04:01:54,29.5581,34.9482,81.54,52,2,7.94
458,Pangnirtung,CA,2021-07-28 04:01:54,66.1451,-65.7125,49.42,74,100,2.24
459,Oromocto,CA,2021-07-28 04:01:54,45.8351,-66.4792,62.74,72,75,5.75
460,Bela,IN,2021-07-28 04:01:55,25.9333,81.9833,84.15,80,100,12.66
461,Saint-Augustin,CA,2021-07-28 04:01:55,51.226,-58.6502,60.21,97,100,6.06
462,Bijie,CN,2021-07-28 04:01:56,27.3125,105.2942,76.05,68,56,8.46
463,Shaunavon,CA,2021-07-28 04:01:56,49.6501,-108.4181,75.67,32,92,9.19
464,Nakhon Phanom,TH,2021-07-28 04:01:56,17.3333,104.4167,86.68,67,100,9.06
465,Carlsbad,US,2021-07-28 04:00:45,33.1581,-117.3506,81.34,87,21,1.99
466,Numan,NG,2021-07-28 04:01:57,9.4667,12.0333,72.57,81,100,6.02
467,Turka,UA,2021-07-28 04:01:57,49.1541,23.0297,67.15,90,15,5.26
468,Pisco,PE,2021-07-28 04:01:58,-13.7,-76.2167,62.02,82,3,0.87
469,Karoi,ZW,2021-07-28 04:01:58,-16.8099,29.6925,44.62,90,0,4.88
470,Oranjemund,NA,2021-07-28 04:01:58,-28.55,16.4333,52.34,82,0,5.61
471,Rio Gallegos,AR,2021-07-28 03:59:59,-51.6226,-69.2181,41.05,87,0,11.5
472,Sakaiminato,JP,2021-07-28 04:01:59,35.55,133.2333,82.35,66,24,8.14
473,Batman,TR,2021-07-28 04:01:59,37.8874,41.1322,71.4,60,0,2.3
474,Maceio,BR,2021-07-28 04:02:00,-9.6658,-35.7353,71.04,100,20,2.3
475,Seoul,KR,2021-07-28 04:00:24,37.5683,126.9778,93.61,37,13,1.61
476,Yanam,IN,2021-07-28 04:02:00,16.7333,82.2167,86.4,54,100,13.04
477,Aleksandrovskiy Zavod,RU,2021-07-28 04:02:01,50.9237,117.9374,72.28,61,12,8.46
478,Los Llanos De Aridane,ES,2021-07-28 04:02:01,28.6585,-17.9182,69.55,85,90,17.27
479,Never,FR,2021-07-28 04:02:02,46.9896,3.159,60.55,97,98,4.94
480,Mabilao,PH,2021-07-28 04:02:02,16.1543,120.4248,84.96,79,96,9.6
481,Grand Gaube,MU,2021-07-28 04:02:02,-20.0064,57.6608,68.38,91,91,7.0
482,Acarau,BR,2021-07-28 04:02:03,-2.8856,-40.12,77.05,86,19,13.67
483,Ternate,ID,2021-07-28 03:59:04,0.8,127.4,85.55,68,17,7.56
484,Ihosy,MG,2021-07-28 04:02:04,-22.4,46.1167,54.37,90,78,8.59
485,Boende,CD,2021-07-28 04:02:04,-0.2167,20.8667,67.86,48,10,1.99
486,Coahuayana,MX,2021-07-28 04:02:05,18.7333,-103.6833,78.06,93,99,2.73
487,Nioro,GM,2021-07-28 04:02:05,13.35,-15.75,77.5,81,66,5.57
488,Galle,LK,2021-07-28 04:02:06,6.0367,80.217,81.41,85,99,13.4
489,Sisimiut,GL,2021-07-28 04:02:06,66.9395,-53.6735,48.74,76,47,1.16
490,Hamilton,US,2021-07-28 03:59:38,39.1834,-84.5333,75.42,85,3,0.63
491,Lata,PT,2021-07-28 04:02:06,40.1629,-8.3327,62.92,97,28,2.62
492,Marsala,IT,2021-07-28 04:02:07,37.7966,12.4352,79.54,66,0,7.38
493,Zlobin,HR,2021-07-28 04:02:07,45.2924,14.6541,66.16,76,0,0.0
494,Presidente Epitacio,BR,2021-07-28 04:02:07,-21.7633,-52.1156,57.18,58,72,12.48
495,Dutse,NG,2021-07-28 04:02:08,11.7594,9.3392,71.53,85,100,7.87
496,Ratnagiri,IN,2021-07-28 04:02:08,16.9833,73.3,81.45,80,77,16.78
497,Shingu,JP,2021-07-28 04:02:09,33.7333,135.9833,84.9,55,99,1.45
498,Te Anau,NZ,2021-07-28 04:02:09,-45.4167,167.7167,51.4,75,91,3.38
499,Popovo,BG,2021-07-28 04:02:10,43.35,26.2333,63.12,48,0,4.03
500,Dalvik,IS,2021-07-28 04:02:10,65.9702,-18.5286,50.88,99,100,6.93
501,Saint-Philippe,RE,2021-07-28 03:58:35,-21.3585,55.7679,67.59,90,90,17.4
502,Shishou,CN,2021-07-28 04:02:11,29.7226,112.419,88.43,66,9,16.15
503,Leh,IN,2021-07-28 04:02:11,34.1667,77.5833,67.42,44,99,0.98
504,Alofi,NU,2021-07-28 04:02:12,-19.0595,-169.9187,75.33,77,97,11.63
505,Buta,CD,2021-07-28 04:02:12,2.7858,24.73,70.54,93,99,1.5
506,Svetlaya,RU,2021-07-28 04:02:12,46.5389,138.3297,76.73,71,47,6.29
507,Qaqortoq,GL,2021-07-28 04:02:13,60.7167,-46.0333,45.1,81,100,2.21
508,Bilibino,RU,2021-07-28 04:01:53,68.0546,166.4372,43.5,77,100,2.15
509,Porto Belo,BR,2021-07-28 04:02:13,-27.1578,-48.5531,58.15,77,34,7.34
510,Bagan,RU,2021-07-28 04:02:14,54.1001,77.6646,63.77,53,64,8.3
511,Santa Marta,CO,2021-07-28 03:57:38,11.2408,-74.199,78.98,92,75,9.22
512,Valle De Allende,MX,2021-07-28 04:02:14,26.9333,-105.4,76.89,28,38,5.26
513,Aksu,CN,2021-07-28 04:02:15,41.1231,80.2644,94.5,20,93,5.75
514,Tromso,NO,2021-07-28 04:02:15,69.6496,18.957,52.45,100,90,6.91
515,Calabozo,VE,2021-07-28 04:02:16,8.9242,-67.4293,73.36,94,62,4.76
516,Urucara,BR,2021-07-28 04:02:16,-2.5364,-57.76,77.36,61,54,1.34
517,Mancio Lima,BR,2021-07-28 04:02:16,-7.6142,-72.8958,73.62,86,99,2.06
518,Balikpapan,ID,2021-07-28 04:00:49,-1.2675,116.8289,85.19,74,20,8.05
519,Colares,PT,2021-07-28 04:02:17,38.7992,-9.4469,67.28,78,0,5.01
520,Adrar,MR,2021-07-28 04:02:17,20.5022,-10.0711,83.95,38,100,11.1
521,Kulhudhuffushi,MV,2021-07-28 04:02:18,6.6221,73.07,82.17,77,43,14.27
522,Inhambane,MZ,2021-07-28 04:02:18,-23.865,35.3833,64.06,65,0,4.05
523,Husavik,IS,2021-07-28 04:02:18,66.0449,-17.3389,49.62,99,100,9.28
524,Imeni Babushkina,RU,2021-07-28 04:02:19,59.7573,43.1285,56.95,62,20,2.59
525,Nhamunda,BR,2021-07-28 04:02:19,-2.1861,-56.7131,75.6,64,8,2.57
526,Champerico,GT,2021-07-28 04:02:20,14.3,-91.9167,81.72,77,18,1.45
527,Iquique,CL,2021-07-28 04:02:20,-20.2208,-70.1431,58.87,77,18,5.55
528,Bagdarin,RU,2021-07-28 04:02:20,54.4333,113.6,69.04,67,89,3.49
529,Talcahuano,CL,2021-07-28 04:02:21,-36.7167,-73.1167,46.13,69,0,8.37
530,Vardo,NO,2021-07-28 03:59:54,70.3705,31.1107,46.6,85,95,13.58
531,Shediac,CA,2021-07-28 04:02:21,46.2198,-64.5411,60.71,76,92,9.13
532,Dwarka,IN,2021-07-28 04:02:21,22.2394,68.9678,82.89,83,100,28.25
533,Praia,CV,2021-07-28 04:00:44,14.9215,-23.5087,74.48,82,36,8.16
534,Pundaguitan,PH,2021-07-28 04:02:22,6.3711,126.1689,84.94,74,57,16.2
535,Yagodnoye,RU,2021-07-28 04:02:22,62.55,149.6667,50.76,53,100,15.39
536,Yuli,NG,2021-07-28 04:02:23,9.6989,10.2744,70.25,87,100,1.03
537,Kolpashevo,RU,2021-07-28 04:02:23,58.3131,82.9089,64.36,56,97,7.27
538,Villazon,BO,2021-07-28 04:02:24,-22.0866,-65.5942,35.51,22,0,4.74
539,Houston,US,2021-07-28 04:00:27,29.7633,-95.3633,82.49,75,75,5.01
540,Araouane,ML,2021-07-28 04:02:24,18.9048,-3.5265,88.36,44,56,19.33
541,San Carlos De Bariloche,AR,2021-07-28 04:02:24,-41.1456,-71.3082,37.44,47,1,1.05
542,Zola Predosa,IT,2021-07-28 04:02:25,44.4897,11.2183,74.21,88,0,5.75
543,Bubaque,GW,2021-07-28 04:02:25,11.2833,-15.8333,79.83,82,100,9.57
544,Pachino,IT,2021-07-28 04:02:25,36.7186,15.0907,73.44,54,0,4.65
545,Tezu,IN,2021-07-28 04:02:26,27.9167,96.1667,93.54,52,64,2.93
546,Svetlyy,RU,2021-07-28 04:02:26,54.675,20.1347,64.45,88,61,6.8
547,Karagay,RU,2021-07-28 04:02:27,58.2667,54.9368,52.72,72,100,10.54
548,Forbes,AU,2021-07-28 04:02:27,-33.3833,148.0167,54.95,71,100,15.41
549,Alta Floresta,BR,2021-07-28 04:02:27,-9.8756,-56.0861,71.04,46,2,3.56
550,Achalpur,IN,2021-07-28 04:02:28,21.2572,77.5086,78.85,74,100,13.0
551,Paita,PE,2021-07-28 04:02:28,-5.0892,-81.1144,67.8,85,51,12.1
552,Usinsk,RU,2021-07-28 04:02:28,65.9939,57.5281,45.39,87,100,16.46
553,Sao Filipe,CV,2021-07-28 04:02:29,14.8961,-24.4956,73.76,82,8,7.76
554,Pierre,US,2021-07-28 04:00:15,44.3683,-100.351,91.85,37,60,3.0
555,Touros,BR,2021-07-28 04:02:29,-5.1989,-35.4608,73.99,89,12,11.18
556,Prado,BR,2021-07-28 04:02:30,-17.3411,-39.2208,70.41,90,7,7.99
557,Talara,PE,2021-07-28 04:02:30,-4.5772,-81.2719,68.92,85,75,16.13
558,Eyl,SO,2021-07-28 04:02:30,7.9803,49.8164,79.68,54,98,24.25
559,Lovington,US,2021-07-28 04:02:31,32.944,-103.3485,83.03,43,37,15.57
560,Suez,EG,2021-07-28 04:02:31,29.9737,32.5263,75.58,69,0,7.9
561,Hirara,JP,2021-07-28 04:02:31,24.8,125.2833,83.52,83,74,5.1
562,Cabedelo,BR,2021-07-28 04:02:32,-6.9811,-34.8339,74.73,85,14,9.98
563,Jumla,NP,2021-07-28 04:02:32,29.2747,82.1838,69.35,83,99,2.71
564,Port Lincoln,AU,2021-07-28 04:00:16,-34.7333,135.8667,57.02,54,16,23.76
565,Salta,AR,2021-07-28 04:02:33,-24.7859,-65.4117,43.57,75,94,1.74
